id,normalized-losses,wheel-base,length,width,height,curb-weight,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,symboling_0,symboling_1,symboling_2,symboling_3,symboling_-1,symboling_Rare,make_toyota,make_Rare,make_nissan,make_mazda,make_peugot,make_mitsubishi,make_subaru,make_volkswagen,make_mercedes-benz,make_bmw,fuel-type_gas,fuel-type_diesel,aspiration_std,aspiration_turbo,num-of-doors_four,num-of-doors_two,num-of-doors_Rare,body-style_sedan,body-style_hatchback,body-style_wagon,body-style_hardtop,body-style_convertible,drive-wheels_fwd,drive-wheels_rwd,drive-wheels_4wd,engine-location_front,engine-location_Rare,engine-type_ohc,engine-type_ohcf,engine-type_l,engine-type_ohcv,engine-type_dohc,engine-type_Rare,num-of-cylinders_four,num-of-cylinders_six,num-of-cylinders_five,num-of-cylinders_Rare,fuel-system_mpfi,fuel-system_2bbl,fuel-system_idi,fuel-system_spdi,fuel-system_1bbl,fuel-system_Rare,normalized-losses_na,bore_na,stroke_na,horsepower_na,peak-rpm_na,price
78,0.3508260394354511,0.6761242878640492,0.6964770624075827,0.6593619050265732,0.5816794521919004,0.6967901362580763,0.7815077300870601,0.59868272022741,0.4194634480548087,0.563441032789572,0.8127456047568122,0.45417217710095503,0.22846083062978245,0.32710736738347623,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5703545853035735
187,0.3508260394354511,0.6761242878640492,0.6964770624075827,0.6593619050265732,0.6714939950320777,0.7779469902462186,0.7815077300870601,0.59868272022741,0.4194634480548087,0.563441032789572,0.8127456047568122,0.45417217710095503,0.13999962721375409,0.22227280382642722,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6041547039039704
178,0.33650942694738506,0.5459282594853034,0.4314461391801338,0.5043025571099864,0.41822966462393857,0.33108494288338264,0.44718220310257173,0.39875139389277775,0.591100656078571,0.563441032789572,0.4014650170887606,0.6935876920628057,0.5318014833033222,0.5774323024101949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3310375173216759
56,0.3072184285292522,0.5655301730190786,0.5071357876796959,0.5321416871631204,0.5093692453448725,0.38908900970415927,0.43001926997626155,0.7439253894300399,0.17315054353682371,0.563441032789572,0.36134309006496107,0.28602178097786796,0.42904079387544297,0.32710736738347623,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.34050850428487917
152,0.44436365520155846,0.45936306954642425,0.39308808906783044,0.2714692193028108,0.5274909618324819,0.09065777063561803,0.32578450039267953,0.39875139389277775,0.42932108682270304,0.6317677899073935,0.21751079078348406,0.45417217710095503,0.6520146065618775,0.6857984078032575,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15808661053966225
82,0.46195317193528057,0.7164981964866426,0.7929362971713603,0.9350568262774444,-0.09410110799535015,0.9696306656139886,1.02043730334855,0.6820084052306855,0.2138991981308908,0.8318267546334364,1.140933048307307,0.3711177591351418,-0.04844703852303506,0.03807289734452485,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.9392670124079819
68,0.3146218600675124,0.45936306954642425,0.47733990958847455,0.2714692193028108,0.43653187327169285,0.15341502072586605,0.32578450039267953,0.39875139389277775,0.42932108682270304,0.6317677899073935,0.21751079078348406,0.45417217710095503,0.6520146065618775,0.6857984078032575,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.19969155595489227
124,0.5865330929108767,0.42119330819787837,0.24738642362002344,0.2714692193028108,0.16847974955720435,0.12816086681183286,0.2508273573360462,0.2773837867523916,0.4003449683218939,0.6317677899073935,0.20562039028152101,0.5753053390281744,0.6520146065618775,0.7117412980253828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.22061739285262835
16,0.4862753796275393,0.6290227222137539,0.5980914642659863,0.6593619050265732,0.45479788401371624,0.38908900970415927,0.5385188863730848,0.5689959080426794,0.4813555223632713,0.48212012874268273,0.38165365855940536,0.28602178097786796,0.49907407851659263,0.5489061937255815,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3135436278524682
148,0.4804907242430936,0.45936306954642425,0.39308808906783044,0.2714692193028108,0.5274909618324819,0.10029581228830192,0.32578450039267953,0.39875139389277775,0.42932108682270304,0.6317677899073935,0.21751079078348406,0.45417217710095503,0.6520146065618775,0.6857984078032575,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1956119106892906
93,0.299762183370315,0.42119330819787837,0.10730115726929423,0.3086418248018657,0.3539188041686716,0.10398853388776247,0.2729257294527977,0.2377519124786001,0.49227247400893154,0.5991474905658333,0.29746940359840846,0.7712573167069969,0.623290767184243,0.6053151342501802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1816069484525338
65,0.6152394754622366,0.42119330819787837,0.4279933353383886,0.2714692193028108,0.18711700979294577,0.2682690978389617,0.33594629016306377,0.2773837867523916,0.4003449683218939,0.6317677899073935,0.20562039028152101,0.5753053390281744,0.6520146065618775,0.7117412980253828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.22061739285262835
60,0.0,0.7257845624237486,0.5645192105344058,0.6593619050265732,0.5636443289575367,0.44281576358386787,0.44718220310257173,0.4823252075208547,0.4600162220217455,0.9981194422670765,0.2639083818739022,0.15552094736505584,0.623290767184243,0.5774323024101949,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4330146144563509
84,0.3146218600675124,0.7664191104282804,0.7541700504900408,0.7218573946727518,0.6804456314510577,0.6499735334858425,0.6439678240336331,0.8704667766573329,0.3642477290253333,0.6469706002960794,0.6237555753677385,0.5352984966400189,0.42904079387544297,0.4266844071932441,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6545801423245551
67,0.3146218600675124,0.7664191104282804,0.7541700504900408,0.7218573946727518,0.6804456314510577,0.6410099594176727,0.6439678240336331,0.8704667766573329,0.3642477290253333,0.6469706002960794,0.6237555753677385,0.5352984966400189,0.3916095846584706,0.4266844071932441,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5469617466090679
125,0.5865330929108767,0.42119330819787837,0.24738642362002344,0.2714692193028108,0.16847974955720435,0.11208459689786754,0.2508273573360462,0.2773837867523916,0.4003449683218939,0.6317677899073935,0.20562039028152101,0.5753053390281744,0.6520146065618775,0.7117412980253828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10398577842706205
132,0.3146218600675124,0.45936306954642425,0.47733990958847455,0.2714692193028108,0.43653187327169285,0.16269338943160427,0.32578450039267953,0.39875139389277775,0.42932108682270304,0.6317677899073935,0.21751079078348406,0.45417217710095503,0.6520146065618775,0.6857984078032575,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2511031679686225
9,0.46195317193528057,0.9069552951644955,0.894944855550355,0.8824793089501874,0.3723307306922357,0.9999999999999998,0.9335650345996716,0.7517335691454732,1.0,0.36018133293283117,0.9025543395411629,0.2644867315295939,0.047581828776236734,0.11303893342001453,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.9357877152222894
